season,conf,w,l,wl,w_conf,l_conf,wl_conf,srs,sos,pts,pts_vs,ap_pre,ap_high,ap_final,ncaa_tournament,seed,coaches,seeded,year,is_ap_pre,is_ap_high,is_ap_final,pts_diff,school,pts_total
2009-10,Pac-10,14,18,0.438,7,11,0.389,5.71,6.5,69.1,69.9,30,30,30,0,20,Johnny Dawkins,FALSE,2010,FALSE,FALSE,FALSE,-0.8,stanford,139
2008-09,Pac-10,20,14,0.588,6,12,0.333,10.58,6.91,73.2,68.6,30,30,30,0,20,Johnny Dawkins,FALSE,2009,FALSE,FALSE,FALSE,4.6,stanford,141.8
2007-08,Pac-10,28,8,0.778,13,5,0.722,16.31,6.95,70.9,61.6,23,7,10,4,3,Trent Johnson,TRUE,2008,TRUE,TRUE,TRUE,9.3,stanford,132.5
2006-07,Pac-10,18,13,0.581,10,8,0.556,11.16,9.06,69.5,67.1,30,23,30,1,11,Trent Johnson,TRUE,2007,FALSE,TRUE,FALSE,2.4,stanford,136.6
2005-06,Pac-10,16,14,0.533,11,7,0.611,9.52,8.21,66.4,65.3,13,13,30,0,20,Trent Johnson,FALSE,2006,TRUE,TRUE,FALSE,1.1,stanford,131.7
2004-05,Pac-10,18,13,0.581,11,7,0.611,9.1,8.13,70.1,68.8,30,30,30,1,8,Trent Johnson,TRUE,2005,FALSE,FALSE,FALSE,1.3,stanford,138.9
2003-04,Pac-10,30,2,0.938,17,1,0.944,17.46,4.34,73.6,60.5,19,1,1,2,1,Mike Montgomery,TRUE,2004,TRUE,TRUE,TRUE,13.1,stanford,134.1
2002-03,Pac-10,24,9,0.727,14,4,0.778,13.25,8.37,72.5,67.6,30,15,18,2,4,Mike Montgomery,TRUE,2003,FALSE,TRUE,TRUE,4.9,stanford,140.1
2001-02,Pac-10,20,10,0.667,12,6,0.667,17.03,9.03,80.7,72.7,13,10,24,2,8,Mike Montgomery,TRUE,2002,TRUE,TRUE,TRUE,8,stanford,153.4
2000-01,Pac-10,31,3,0.912,16,2,0.889,25.76,9.86,83.2,65.5,4,1,2,5,1,Mike Montgomery,TRUE,2001,TRUE,TRUE,TRUE,17.7,stanford,148.7
2015-16,Southland,28,6,0.824,18,0,1,9.23,-5.47,80.2,63.3,30,30,30,2,14,Brad Underwood,TRUE,2016,FALSE,FALSE,FALSE,16.9,stephen-f-austin,143.5
2014-15,Southland,29,5,0.853,17,1,0.944,8.61,-4.2,78.6,64.4,30,30,30,2,12,Brad Underwood,TRUE,2015,FALSE,FALSE,FALSE,14.2,stephen-f-austin,143
2013-14,Southland,32,3,0.914,18,0,1,4.82,-6.76,76,63.4,30,30,30,3,12,Brad Underwood,TRUE,2014,FALSE,FALSE,FALSE,12.6,stephen-f-austin,139.4
2012-13,Southland,27,5,0.844,16,2,0.889,4.25,-6.64,64.8,51.2,30,30,30,0,20,Danny Kaspar,FALSE,2013,FALSE,FALSE,FALSE,13.6,stephen-f-austin,116
2011-12,Southland,20,12,0.625,12,4,0.75,-1.46,-5.67,61.6,54.4,30,30,30,0,20,Danny Kaspar,FALSE,2012,FALSE,FALSE,FALSE,7.2,stephen-f-austin,116
2010-11,Southland,18,11,0.621,9,7,0.563,-3.29,-7.73,66.4,56.7,30,30,30,0,20,Danny Kaspar,FALSE,2011,FALSE,FALSE,FALSE,9.7,stephen-f-austin,123.1
2009-10,Southland,23,9,0.719,11,5,0.688,-2.42,-6.9,66.4,59.8,30,30,30,0,20,Danny Kaspar,FALSE,2010,FALSE,FALSE,FALSE,6.6,stephen-f-austin,126.2
2008-09,Southland,24,8,0.75,13,3,0.813,1.1,-3.21,65.6,56.1,30,30,30,1,14,Danny Kaspar,TRUE,2009,FALSE,FALSE,FALSE,9.5,stephen-f-austin,121.7
2007-08,Southland,26,6,0.813,13,3,0.813,1.42,-6.17,67.2,56.4,30,30,30,0,20,Danny Kaspar,FALSE,2008,FALSE,FALSE,FALSE,10.8,stephen-f-austin,123.6
2006-07,Southland,15,14,0.517,8,8,0.5,-5.54,-6.38,66.8,62.2,30,30,30,0,20,Danny Kaspar,FALSE,2007,FALSE,FALSE,FALSE,4.6,stephen-f-austin,129
2005-06,Southland,17,12,0.586,9,7,0.563,-3.6,-7.22,72.6,66.3,30,30,30,0,20,Danny Kaspar,FALSE,2006,FALSE,FALSE,FALSE,6.3,stephen-f-austin,138.9
2004-05,Southland,12,15,0.444,6,10,0.375,-10.15,-7.54,64.9,62.1,30,30,30,0,20,Danny Kaspar,FALSE,2005,FALSE,FALSE,FALSE,2.8,stephen-f-austin,127
2003-04,Southland,21,9,0.7,10,6,0.625,-2.1,-9.33,71.3,60.7,30,30,30,0,20,Danny Kaspar,FALSE,2004,FALSE,FALSE,FALSE,10.6,stephen-f-austin,132
2002-03,Southland,21,8,0.724,16,4,0.8,-1.24,-7.98,72.4,62.9,30,30,30,0,20,Danny Kaspar,FALSE,2003,FALSE,FALSE,FALSE,9.5,stephen-f-austin,135.3
2001-02,Southland,13,15,0.464,10,10,0.5,-10.32,-8.32,63.4,64.7,30,30,30,0,20,Danny Kaspar,FALSE,2002,FALSE,FALSE,FALSE,-1.3,stephen-f-austin,128.1
2000-01,Southland,9,17,0.346,6,14,0.3,-13.75,-9.7,59.7,61.3,30,30,30,0,20,Danny Kaspar,FALSE,2001,FALSE,FALSE,FALSE,-1.6,stephen-f-austin,121
2015-16,A-Sun,12,22,0.353,4,10,0.286,-10.78,-4.35,80.3,82.6,30,30,30,0,20,Corey Williams,FALSE,2016,FALSE,FALSE,FALSE,-2.3,stetson,162.9
2014-15,A-Sun,9,22,0.29,3,11,0.214,-16.22,-6.68,66.6,73.9,30,30,30,0,20,Corey Williams,FALSE,2015,FALSE,FALSE,FALSE,-7.3,stetson,140.5
2013-14,A-Sun,7,24,0.226,5,13,0.278,-15.81,-4.97,61.8,72.6,30,30,30,0,20,Corey Williams,FALSE,2014,FALSE,FALSE,FALSE,-10.8,stetson,134.4
2012-13,A-Sun,15,16,0.484,11,7,0.611,-6.45,-4.45,70.3,71.5,30,30,30,0,20,Casey Alexander,FALSE,2013,FALSE,FALSE,FALSE,-1.2,stetson,141.8
2011-12,A-Sun,9,20,0.31,6,12,0.333,-7.48,-0.66,72,78.4,30,30,30,0,20,Casey Alexander,FALSE,2012,FALSE,FALSE,FALSE,-6.4,stetson,150.4
2010-11,A-Sun,8,23,0.258,6,14,0.3,-10.73,-2.86,64.1,71.9,30,30,30,0,20,Derek Waugh,FALSE,2011,FALSE,FALSE,FALSE,-7.8,stetson,136
2009-10,A-Sun,7,22,0.241,5,15,0.25,-17.62,-2.14,60.1,72.3,30,30,30,0,20,Derek Waugh,FALSE,2010,FALSE,FALSE,FALSE,-12.2,stetson,132.4
2008-09,A-Sun,13,17,0.433,9,11,0.45,-6.88,1.17,66.3,68.6,30,30,30,0,20,Derek Waugh,FALSE,2009,FALSE,FALSE,FALSE,-2.3,stetson,134.9
2007-08,A-Sun,16,16,0.5,11,5,0.688,-11.42,-5.67,65.3,68.3,30,30,30,0,20,Derek Waugh,FALSE,2008,FALSE,FALSE,FALSE,-3,stetson,133.6
2006-07,A-Sun,11,20,0.355,6,12,0.333,-13.86,-3.86,66.3,72.4,30,30,30,0,20,Derek Waugh,FALSE,2007,FALSE,FALSE,FALSE,-6.1,stetson,138.7
2005-06,A-Sun,14,18,0.438,11,9,0.55,-11.98,-8.37,66.5,69.3,30,30,30,0,20,Derek Waugh,FALSE,2006,FALSE,FALSE,FALSE,-2.8,stetson,135.8
2004-05,A-Sun,10,17,0.37,8,12,0.4,-12.96,-6.23,66.3,72.4,30,30,30,0,20,Derek Waugh,FALSE,2005,FALSE,FALSE,FALSE,-6.1,stetson,138.7
2003-04,A-Sun,12,15,0.444,10,10,0.5,-10.23,-3.87,68,72.5,30,30,30,0,20,Derek Waugh,FALSE,2004,FALSE,FALSE,FALSE,-4.5,stetson,140.5
2002-03,A-Sun,7,20,0.259,4,12,0.25,-14.28,-4.84,68.7,78,30,30,30,0,20,Derek Waugh,FALSE,2003,FALSE,FALSE,FALSE,-9.3,stetson,146.7
2001-02,A-Sun,10,16,0.385,7,13,0.35,-12.46,-3.79,72.8,79.2,30,30,30,0,20,Derek Waugh,FALSE,2002,FALSE,FALSE,FALSE,-6.4,stetson,152
2000-01,TAAC,17,12,0.586,11,7,0.611,-5.99,-7.99,75.1,71.9,30,30,30,0,20,Derek Waugh,FALSE,2001,FALSE,FALSE,FALSE,3.2,stetson,147
2015-16,AEC,26,7,0.788,14,2,0.875,3.75,-5.28,76.2,64.1,30,30,30,1,13,Steve Pikiell,TRUE,2016,FALSE,FALSE,FALSE,12.1,stony-brook,140.3
2014-15,AEC,23,12,0.657,12,4,0.75,-0.03,-4.03,65.4,60.1,30,30,30,0,20,Steve Pikiell,FALSE,2015,FALSE,FALSE,FALSE,5.3,stony-brook,125.5
2013-14,AEC,23,11,0.676,13,3,0.813,-1.71,-6.47,71.4,66.3,30,30,30,0,20,Steve Pikiell,FALSE,2014,FALSE,FALSE,FALSE,5.1,stony-brook,137.7
2012-13,AEC,25,8,0.758,14,2,0.875,5.6,-4.12,68,57.5,30,30,30,0,20,Steve Pikiell,FALSE,2013,FALSE,FALSE,FALSE,10.5,stony-brook,125.5
2011-12,AEC,22,10,0.688,14,2,0.875,-0.45,-6.22,66.4,59.1,30,30,30,0,20,Steve Pikiell,FALSE,2012,FALSE,FALSE,FALSE,7.3,stony-brook,125.5
2010-11,AEC,15,17,0.469,8,8,0.5,-6.85,-6.2,61,60.4,30,30,30,0,20,Steve Pikiell,FALSE,2011,FALSE,FALSE,FALSE,0.6,stony-brook,121.4
2009-10,AEC,22,10,0.688,13,3,0.813,-3.64,-7.64,68.9,64,30,30,30,0,20,Steve Pikiell,FALSE,2010,FALSE,FALSE,FALSE,4.9,stony-brook,132.9
2008-09,AEC,16,14,0.533,8,8,0.5,-4.82,-6.49,65,60.9,30,30,30,0,20,Steve Pikiell,FALSE,2009,FALSE,FALSE,FALSE,4.1,stony-brook,125.9
2007-08,AEC,7,23,0.233,3,13,0.188,-12.36,-6.5,61.2,66.6,30,30,30,0,20,Steve Pikiell,FALSE,2008,FALSE,FALSE,FALSE,-5.4,stony-brook,127.8
2006-07,AEC,9,20,0.31,4,12,0.25,-10.3,-5.55,59.9,64.3,30,30,30,0,20,Steve Pikiell,FALSE,2007,FALSE,FALSE,FALSE,-4.4,stony-brook,124.2
2005-06,AEC,4,24,0.143,2,14,0.125,-13.66,-3.02,58.2,68.8,30,30,30,0,20,Steve Pikiell,FALSE,2006,FALSE,FALSE,FALSE,-10.6,stony-brook,127
2004-05,AEC,12,17,0.414,6,12,0.333,-8.59,-4.66,61.8,65.8,30,30,30,0,20,Nick Macarchuk,FALSE,2005,FALSE,FALSE,FALSE,-4,stony-brook,127.6
2003-04,AEC,10,20,0.333,5,13,0.278,-11.55,-6.48,62.6,67.6,30,30,30,0,20,Nick Macarchuk,FALSE,2004,FALSE,FALSE,FALSE,-5,stony-brook,130.2
2002-03,AEC,13,15,0.464,7,9,0.438,-9.08,-5.89,66.3,66,30,30,30,0,20,Nick Macarchuk,FALSE,2003,FALSE,FALSE,FALSE,0.3,stony-brook,132.3
2001-02,AEC,6,22,0.214,5,11,0.313,-18.25,-8.03,60.9,71.1,30,30,30,0,20,Nick Macarchuk,FALSE,2002,FALSE,FALSE,FALSE,-10.2,stony-brook,132
2000-01,Ind,17,11,0.607,0,0,0,-9.42,-6.81,70.2,67.3,30,30,30,0,20,Nick Macarchuk,FALSE,2001,FALSE,FALSE,FALSE,2.9,stony-brook,137.5
2015-16,ACC,23,14,0.622,9,9,0.5,14.62,9.75,70,65.1,30,14,30,7,10,Mike Hopkins,TRUE,2016,FALSE,TRUE,FALSE,4.9,syracuse,135.1
2014-15,ACC,18,13,0.581,9,9,0.5,11.91,7.68,67.6,63.4,23,23,30,0,20,Jim Boeheim,FALSE,2015,TRUE,TRUE,FALSE,4.2,syracuse,131
2013-14,ACC,28,6,0.824,14,4,0.778,16.05,7.25,68,59.2,8,1,14,3,3,Jim Boeheim,TRUE,2014,TRUE,TRUE,TRUE,8.8,syracuse,127.2
2012-13,Big East,30,10,0.75,11,7,0.611,20.3,8.57,70.4,58.7,9,3,16,7,4,Jim Boeheim,TRUE,2013,TRUE,TRUE,TRUE,11.7,syracuse,129.1
2011-12,Big East,34,3,0.919,17,1,0.944,21.12,8.02,74.1,61,5,1,2,0,1,Jim Boeheim,TRUE,2012,TRUE,TRUE,TRUE,13.1,syracuse,135.1
2010-11,Big East,27,8,0.771,12,6,0.667,18.85,8.79,73.4,63.3,10,3,12,0,3,Jim Boeheim,TRUE,2011,TRUE,TRUE,TRUE,10.1,syracuse,136.7
2009-10,Big East,30,5,0.857,15,3,0.833,21.72,7.21,80.9,66.4,30,1,4,4,1,Jim Boeheim,TRUE,2010,FALSE,TRUE,TRUE,14.5,syracuse,147.3
2008-09,Big East,28,10,0.737,11,7,0.611,17.24,9.48,80.2,71.7,30,8,13,4,3,Jim Boeheim,TRUE,2009,FALSE,TRUE,TRUE,8.5,syracuse,151.9
2007-08,Big East,21,14,0.6,9,9,0.5,12.65,7.96,79,74.3,30,21,30,0,20,Jim Boeheim,FALSE,2008,FALSE,TRUE,FALSE,4.7,syracuse,153.3
2006-07,Big East,24,11,0.686,10,6,0.625,14.04,6.47,75.6,68,20,15,30,0,20,Jim Boeheim,FALSE,2007,TRUE,TRUE,FALSE,7.6,syracuse,143.6
2005-06,Big East,23,12,0.657,7,9,0.438,11.68,8.16,72.4,68.9,16,16,21,1,5,Jim Boeheim,TRUE,2006,TRUE,TRUE,TRUE,3.5,syracuse,141.3
2004-05,Big East,27,7,0.794,11,5,0.688,15.95,6.83,74.9,64.6,6,3,11,1,4,Jim Boeheim,TRUE,2005,TRUE,TRUE,TRUE,10.3,syracuse,139.5
2003-04,Big East,23,8,0.742,11,5,0.688,13.06,7.61,73.1,67.6,7,7,20,4,5,Jim Boeheim,TRUE,2004,TRUE,TRUE,TRUE,5.5,syracuse,140.7
2002-03,Big East,30,5,0.857,13,3,0.813,19.02,9.02,79.6,69.6,30,11,13,9,3,Jim Boeheim,TRUE,2003,FALSE,TRUE,TRUE,10,syracuse,149.2
2001-02,Big East,23,13,0.639,9,7,0.563,11.43,5.9,72.3,66.8,21,8,30,0,20,Jim Boeheim,FALSE,2002,TRUE,TRUE,FALSE,5.5,syracuse,139.1
2000-01,Big East,25,9,0.735,10,6,0.625,11.14,5.82,72.8,67.5,30,8,17,2,5,Jim Boeheim,TRUE,2001,FALSE,TRUE,TRUE,5.3,syracuse,140.3
2015-16,AAC,21,12,0.636,14,4,0.778,7.69,6.57,68.7,67.6,30,30,30,1,10,Fran Dunphy,TRUE,2016,FALSE,FALSE,FALSE,1.1,temple,136.3
2014-15,AAC,26,11,0.703,13,5,0.722,8.2,3.52,65.8,61.2,30,30,30,0,20,Fran Dunphy,FALSE,2015,FALSE,FALSE,FALSE,4.6,temple,127
2013-14,AAC,9,22,0.29,4,14,0.222,2.69,6.88,73.9,78.1,30,30,30,0,20,Fran Dunphy,FALSE,2014,FALSE,FALSE,FALSE,-4.2,temple,152
2012-13,A-10,24,10,0.706,11,5,0.688,9.52,5.2,72.2,67.9,30,30,30,3,9,Fran Dunphy,TRUE,2013,FALSE,FALSE,FALSE,4.3,temple,140.1
2011-12,A-10,24,8,0.75,13,3,0.813,10.44,4.94,75,69.5,30,21,30,2,5,Fran Dunphy,TRUE,2012,FALSE,TRUE,FALSE,5.5,temple,144.5
2010-11,A-10,26,8,0.765,14,2,0.875,12.35,4.23,70.6,62.5,22,19,30,3,7,Fran Dunphy,TRUE,2011,TRUE,TRUE,FALSE,8.1,temple,133.1
2009-10,A-10,29,6,0.829,14,2,0.875,12.44,4.27,64.9,56.8,30,12,12,1,5,Fran Dunphy,TRUE,2010,FALSE,TRUE,TRUE,8.1,temple,121.7
2008-09,A-10,22,12,0.647,11,5,0.688,9.05,3.9,68.6,63.5,30,30,30,1,11,Fran Dunphy,TRUE,2009,FALSE,FALSE,FALSE,5.1,temple,132.1
2007-08,A-10,21,13,0.618,11,5,0.688,8.16,4.57,72.3,68.7,30,30,30,1,12,Fran Dunphy,TRUE,2008,FALSE,FALSE,FALSE,3.6,temple,141
2006-07,A-10,12,18,0.4,6,10,0.375,2.88,1.91,75,74.1,30,30,30,0,20,Fran Dunphy,FALSE,2007,FALSE,FALSE,FALSE,0.9,temple,149.1
2005-06,A-10,17,15,0.531,8,8,0.5,8.22,5.19,62.6,59.6,30,30,30,0,20,John Chaney,FALSE,2006,FALSE,FALSE,FALSE,3,temple,122.2
2004-05,A-10,16,14,0.533,11,5,0.688,6.68,4.31,63.8,61.4,30,30,30,0,20,John Chaney,FALSE,2005,FALSE,FALSE,FALSE,2.4,temple,125.2
2003-04,A-10,15,14,0.517,9,7,0.563,5.58,5.16,65.1,64.7,30,30,30,0,20,John Chaney,FALSE,2004,FALSE,FALSE,FALSE,0.4,temple,129.8
2002-03,A-10,18,16,0.529,10,6,0.625,7.16,6.66,66.6,66.1,30,30,30,0,20,John Chaney,FALSE,2003,FALSE,FALSE,FALSE,0.5,temple,132.7
2001-02,A-10,19,15,0.559,12,4,0.75,10.58,7.61,70.1,67.1,16,16,30,0,20,John Chaney,FALSE,2002,TRUE,TRUE,FALSE,3,temple,137.2
2000-01,A-10,24,13,0.649,12,4,0.75,16.2,9.77,70.4,63.9,30,17,30,5,11,John Chaney,TRUE,2001,FALSE,TRUE,FALSE,6.5,temple,134.3
2015-16,OVC,20,11,0.645,11,5,0.688,-1.81,-5.3,73.3,68.8,30,30,30,0,20,Dana Ford,FALSE,2016,FALSE,FALSE,FALSE,4.5,tennessee-state,142.1
2014-15,OVC,5,26,0.161,2,14,0.125,-14.93,-2.38,57.8,68.1,30,30,30,0,20,Dana Ford,FALSE,2015,FALSE,FALSE,FALSE,-10.3,tennessee-state,125.9
2013-14,OVC,5,25,0.167,4,12,0.25,-9.82,-1.99,68.7,75.5,30,30,30,0,20,Travis Williams,FALSE,2014,FALSE,FALSE,FALSE,-6.8,tennessee-state,144.2
2012-13,OVC,18,15,0.545,11,5,0.688,-2.17,-1.3,71.5,69.9,30,30,30,0,20,Travis Williams,FALSE,2013,FALSE,FALSE,FALSE,1.6,tennessee-state,141.4
2011-12,OVC,20,13,0.606,11,5,0.688,-3.06,-2.73,68.2,66.6,30,30,30,0,20,John Cooper,FALSE,2012,FALSE,FALSE,FALSE,1.6,tennessee-state,134.8
2010-11,OVC,14,16,0.467,10,8,0.556,-7.12,-4.73,68.1,68,30,30,30,0,20,John Cooper,FALSE,2011,FALSE,FALSE,FALSE,0.1,tennessee-state,136.1
2009-10,OVC,9,23,0.281,6,12,0.333,-9.57,-2.69,67.3,74.2,30,30,30,0,20,John Cooper,FALSE,2010,FALSE,FALSE,FALSE,-6.9,tennessee-state,141.5
2008-09,OVC,12,18,0.4,9,9,0.5,-10.79,-4.47,72.8,78.4,30,30,30,0,20,Cy Alexander,FALSE,2009,FALSE,FALSE,FALSE,-5.6,tennessee-state,151.2
2007-08,OVC,15,17,0.469,10,10,0.5,-6.95,-5.65,75.1,75.6,30,30,30,0,20,Cy Alexander,FALSE,2008,FALSE,FALSE,FALSE,-0.5,tennessee-state,150.7
2006-07,OVC,12,20,0.375,8,12,0.4,-11.82,-5.69,64.5,69.4,30,30,30,0,20,Cy Alexander,FALSE,2007,FALSE,FALSE,FALSE,-4.9,tennessee-state,133.9
2005-06,OVC,13,15,0.464,11,9,0.55,-5.87,-5.36,69.5,69.7,30,30,30,0,20,Cy Alexander,FALSE,2006,FALSE,FALSE,FALSE,-0.2,tennessee-state,139.2
2004-05,OVC,14,17,0.452,9,7,0.563,-4.5,-1.25,75.4,78.1,30,30,30,0,20,Cy Alexander,FALSE,2005,FALSE,FALSE,FALSE,-2.7,tennessee-state,153.5
2003-04,OVC,7,21,0.25,6,10,0.375,-11.41,-1.91,69,77.8,30,30,30,0,20,Cy Alexander,FALSE,2004,FALSE,FALSE,FALSE,-8.8,tennessee-state,146.8
2002-03,OVC,2,25,0.074,0,16,0,-23.93,-3.51,73.2,91.5,30,30,30,0,20,Hosea Lewis,FALSE,2003,FALSE,FALSE,FALSE,-18.3,tennessee-state,164.7
2001-02,OVC,11,17,0.393,7,9,0.438,-8.25,-2.73,77.6,81.1,30,30,30,0,20,Nolan Richardson,FALSE,2002,FALSE,FALSE,FALSE,-3.5,tennessee-state,158.7
2000-01,OVC,10,19,0.345,7,9,0.438,-7.59,-3.25,79.9,82.6,30,30,30,0,20,Nolan Richardson,FALSE,2001,FALSE,FALSE,FALSE,-2.7,tennessee-state,162.5
2015-16,OVC,19,12,0.613,11,5,0.688,-3.21,-3.66,77.9,75.5,30,30,30,0,20,Steve Payne,FALSE,2016,FALSE,FALSE,FALSE,2.4,tennessee-tech,153.4
2014-15,OVC,12,18,0.4,4,12,0.25,-6.49,-3.99,70.6,69.8,30,30,30,0,20,Steve Payne,FALSE,2015,FALSE,FALSE,FALSE,0.8,tennessee-tech,140.4
2013-14,OVC,17,16,0.515,9,7,0.563,-8.09,-4.57,72,72,30,30,30,0,20,Steve Payne,FALSE,2014,FALSE,FALSE,FALSE,0,tennessee-tech,144
2012-13,OVC,12,17,0.414,5,11,0.313,-9.68,-3.31,64.8,67.3,30,30,30,0,20,Steve Payne,FALSE,2013,FALSE,FALSE,FALSE,-2.5,tennessee-tech,132.1
2011-12,OVC,19,14,0.576,9,7,0.563,-3.81,-3.06,71.7,71.4,30,30,30,0,20,Steve Payne,FALSE,2012,FALSE,FALSE,FALSE,0.3,tennessee-tech,143.1
2010-11,OVC,20,13,0.606,12,6,0.667,-5.64,-5.77,74.6,69.9,30,30,30,0,20,Mike Sutton,FALSE,2011,FALSE,FALSE,FALSE,4.7,tennessee-tech,144.5
2009-10,OVC,15,17,0.469,8,10,0.444,-9.58,-2.51,74.2,77.3,30,30,30,0,20,Mike Sutton,FALSE,2010,FALSE,FALSE,FALSE,-3.1,tennessee-tech,151.5
2008-09,OVC,12,18,0.4,6,12,0.333,-6.64,-4.68,73.6,73,30,30,30,0,20,Mike Sutton,FALSE,2009,FALSE,FALSE,FALSE,0.6,tennessee-tech,146.6
2007-08,OVC,13,19,0.406,10,10,0.5,-7.95,-6.87,75.3,74.7,30,30,30,0,20,Mike Sutton,FALSE,2008,FALSE,FALSE,FALSE,0.6,tennessee-tech,150
2006-07,OVC,19,13,0.594,13,7,0.65,-2.65,-4.85,75.1,71.7,30,30,30,0,20,Mike Sutton,FALSE,2007,FALSE,FALSE,FALSE,3.4,tennessee-tech,146.8
2005-06,OVC,19,12,0.613,13,7,0.65,-5.46,-4.6,73,71.4,30,30,30,0,20,Mike Sutton,FALSE,2006,FALSE,FALSE,FALSE,1.6,tennessee-tech,144.4
2004-05,OVC,18,11,0.621,12,4,0.75,-2.86,-5.01,74.1,68.8,30,30,30,0,20,Mike Sutton,FALSE,2005,FALSE,FALSE,FALSE,5.3,tennessee-tech,142.9
2003-04,OVC,13,15,0.464,7,9,0.438,-6.23,-2.75,76.8,75.9,30,30,30,0,20,Mike Sutton,FALSE,2004,FALSE,FALSE,FALSE,0.9,tennessee-tech,152.7
2002-03,OVC,20,12,0.625,11,5,0.688,0.77,-2.96,75.7,68.7,30,30,30,0,20,Mike Sutton,FALSE,2003,FALSE,FALSE,FALSE,7,tennessee-tech,144.4
2001-02,OVC,27,7,0.794,15,1,0.938,4.5,-3.08,78.7,67.9,30,30,30,0,20,Jeff Lebo,FALSE,2002,FALSE,FALSE,FALSE,10.8,tennessee-tech,146.6
2000-01,OVC,20,9,0.69,13,3,0.813,-0.63,-3.4,79.2,71.9,30,30,30,0,20,Jeff Lebo,FALSE,2001,FALSE,FALSE,FALSE,7.3,tennessee-tech,151.1
2015-16,SEC,15,19,0.441,6,12,0.333,7.8,7.86,75.1,75.2,30,30,30,0,20,Rick Barnes,FALSE,2016,FALSE,FALSE,FALSE,-0.1,tennessee,150.3
2014-15,SEC,16,16,0.5,7,11,0.389,7.23,8.16,63.3,64.2,30,30,30,0,20,Donnie Tyndall,FALSE,2015,FALSE,FALSE,FALSE,-0.9,tennessee,127.5
2013-14,SEC,24,13,0.649,11,7,0.611,17.34,7.84,72.2,61.7,30,30,30,4,11,Cuonzo Martin,TRUE,2014,FALSE,FALSE,FALSE,10.5,tennessee,133.9
2012-13,SEC,20,13,0.606,11,7,0.611,9,6.03,66.3,63.4,30,30,30,0,20,Cuonzo Martin,FALSE,2013,FALSE,FALSE,FALSE,2.9,tennessee,129.7
2011-12,SEC,19,15,0.559,10,6,0.625,9.49,6.58,68.8,65.2,30,30,30,0,20,Cuonzo Martin,FALSE,2012,FALSE,FALSE,FALSE,3.6,tennessee,134
2010-11,SEC,19,15,0.559,8,8,0.5,11.08,8.73,69.9,67.5,23,7,30,2,9,Bruce Pearl,TRUE,2011,TRUE,TRUE,FALSE,2.4,tennessee,137.4
2009-10,SEC,28,9,0.757,11,5,0.688,16.05,7.75,73.5,65.2,10,8,15,5,6,Bruce Pearl,TRUE,2010,TRUE,TRUE,TRUE,8.3,tennessee,138.7
2008-09,SEC,21,13,0.618,10,6,0.625,13.6,7.71,78.4,72.5,14,8,30,1,9,Bruce Pearl,TRUE,2009,TRUE,TRUE,FALSE,5.9,tennessee,150.9
2007-08,SEC,31,5,0.861,14,2,0.875,18.41,7.84,81.8,70,7,1,5,4,2,Bruce Pearl,TRUE,2008,TRUE,TRUE,TRUE,11.8,tennessee,151.8
2006-07,SEC,24,11,0.686,10,6,0.625,14.97,9.15,80.9,75.1,25,16,25,4,5,Bruce Pearl,TRUE,2007,TRUE,TRUE,TRUE,5.8,tennessee,156
2005-06,SEC,22,8,0.733,12,4,0.75,14.73,7.76,80.4,73.5,30,8,18,2,2,Bruce Pearl,TRUE,2006,FALSE,TRUE,TRUE,6.9,tennessee,153.9
2004-05,SEC,14,17,0.452,6,10,0.375,8.47,8.37,69,68.9,30,30,30,0,20,Buzz Peterson,FALSE,2005,FALSE,FALSE,FALSE,0.1,tennessee,137.9
2003-04,SEC,15,14,0.517,7,9,0.438,7.39,7.18,71.1,70.9,30,30,30,0,20,Buzz Peterson,FALSE,2004,FALSE,FALSE,FALSE,0.2,tennessee,142
2002-03,SEC,17,12,0.586,9,7,0.563,9.88,7.88,68.3,66.3,30,30,30,0,20,Buzz Peterson,FALSE,2003,FALSE,FALSE,FALSE,2,tennessee,134.6
2001-02,SEC,15,16,0.484,7,9,0.438,11.19,10.93,71.7,70.8,30,30,30,0,20,Buzz Peterson,FALSE,2002,FALSE,FALSE,FALSE,0.9,tennessee,142.5
2000-01,SEC,22,11,0.667,8,8,0.5,15.49,10.28,80.8,75.6,9,4,30,1,8,Jerry Green,TRUE,2001,TRUE,TRUE,FALSE,5.2,tennessee,156.4
2015-16,OVC,20,15,0.571,10,6,0.625,-5.57,-4.72,73,71.3,30,30,30,0,20,Heath Schroyer,FALSE,2016,FALSE,FALSE,FALSE,1.7,tennessee-martin,144.3
2014-15,OVC,21,13,0.618,10,6,0.625,-2.12,-3.9,70.3,65.4,30,30,30,0,20,Heath Schroyer,FALSE,2015,FALSE,FALSE,FALSE,4.9,tennessee-martin,135.7
2013-14,OVC,8,23,0.258,3,13,0.188,-13.45,-4.82,74.3,81.5,30,30,30,0,20,Jason James,FALSE,2014,FALSE,FALSE,FALSE,-7.2,tennessee-martin,155.8
2012-13,OVC,9,21,0.3,5,11,0.313,-16.58,-4.19,66.9,76.5,30,30,30,0,20,Jason James,FALSE,2013,FALSE,FALSE,FALSE,-9.6,tennessee-martin,143.4
2011-12,OVC,4,27,0.129,0,16,0,-17.09,-3.15,62.7,75.1,30,30,30,0,20,Jason James,FALSE,2012,FALSE,FALSE,FALSE,-12.4,tennessee-martin,137.8
